Concept_ID,Concept,Sentence_Nr,Sentence_Screen,Concept_Word,Word_Start,Word_End,Screen_Img,Noise_Img
64,Invention,1,The invention will comprise his integrity.,invention,4,13,stimuli/sentence_images/invention/sentence1.jpg,stimuli/noise_images/invention/noise1.jpg
64,Invention,2,The invention involves an unexpected element.,invention,4,13,stimuli/sentence_images/invention/sentence2.jpg,stimuli/noise_images/invention/noise2.jpg
64,Invention,3,The semiconductor was a crucial invention.,invention,32,41,stimuli/sentence_images/invention/sentence3.jpg,stimuli/noise_images/invention/noise3.jpg
64,Invention,4,A push of a button rotated the invention.,invention,31,40,stimuli/sentence_images/invention/sentence4.jpg,stimuli/noise_images/invention/noise4.jpg
64,Invention,5,The invention is schematically drawn.,invention,4,13,stimuli/sentence_images/invention/sentence5.jpg,stimuli/noise_images/invention/noise5.jpg
64,Invention,6,The new invention has a reflective surface.,invention,8,17,stimuli/sentence_images/invention/sentence6.jpg,stimuli/noise_images/invention/noise6.jpg
65,Dessert,1,Ice cream is her favorite dessert.,dessert,26,33,stimuli/sentence_images/dessert/sentence1.jpg,stimuli/noise_images/dessert/noise1.jpg
65,Dessert,2,Candy is a good choice for dessert.,dessert,27,34,stimuli/sentence_images/dessert/sentence2.jpg,stimuli/noise_images/dessert/noise2.jpg
65,Dessert,3,The dessert at the dinner was fruitcake.,dessert,4,11,stimuli/sentence_images/dessert/sentence3.jpg,stimuli/noise_images/dessert/noise3.jpg
65,Dessert,4,"In her mind, yogurt doesn't replace dessert.",dessert,36,43,stimuli/sentence_images/dessert/sentence4.jpg,stimuli/noise_images/dessert/noise4.jpg
65,Dessert,5,The jelly sandwich is practically dessert.,dessert,34,41,stimuli/sentence_images/dessert/sentence5.jpg,stimuli/noise_images/dessert/noise5.jpg
65,Dessert,6,The filling of the dessert was marvelous.,dessert,19,26,stimuli/sentence_images/dessert/sentence6.jpg,stimuli/noise_images/dessert/noise6.jpg
66,Weather,1,The cold weather almost ruined the trip.,weather,9,16,stimuli/sentence_images/weather/sentence1.jpg,stimuli/noise_images/weather/noise1.jpg
66,Weather,2,Summer weather brightens everyone's mood.,weather,7,14,stimuli/sentence_images/weather/sentence2.jpg,stimuli/noise_images/weather/noise2.jpg
66,Weather,3,The weather in autumn is bearable.,weather,4,11,stimuli/sentence_images/weather/sentence3.jpg,stimuli/noise_images/weather/noise3.jpg
66,Weather,4,The weather report didn't predict the blizzard.,weather,4,11,stimuli/sentence_images/weather/sentence4.jpg,stimuli/noise_images/weather/noise4.jpg
66,Weather,5,Typical summer weather is a monsoon.,weather,15,22,stimuli/sentence_images/weather/sentence5.jpg,stimuli/noise_images/weather/noise5.jpg
66,Weather,6,The balmy weather is good for his skin.,weather,10,17,stimuli/sentence_images/weather/sentence6.jpg,stimuli/noise_images/weather/noise6.jpg
67,King,1,The king is the head of the royal family.,king,4,8,stimuli/sentence_images/king/sentence1.jpg,stimuli/noise_images/king/noise1.jpg
67,King,2,The king was wealthy beyond belief.,king,4,8,stimuli/sentence_images/king/sentence2.jpg,stimuli/noise_images/king/noise2.jpg
67,King,3,This king does not wear a crown.,king,5,9,stimuli/sentence_images/king/sentence3.jpg,stimuli/noise_images/king/noise3.jpg
67,King,4,A king and an emperor had similar roles.,king,2,6,stimuli/sentence_images/king/sentence4.jpg,stimuli/noise_images/king/noise4.jpg
67,King,5,The king is a ruler of his land.,king,4,8,stimuli/sentence_images/king/sentence5.jpg,stimuli/noise_images/king/noise5.jpg
67,King,6,The king is not a dictator.,king,4,8,stimuli/sentence_images/king/sentence6.jpg,stimuli/noise_images/king/noise6.jpg
68,Spoke,1,"When she spoke, she stated the truth.",spoke,9,14,stimuli/sentence_images/spoke/sentence1.jpg,stimuli/noise_images/spoke/noise1.jpg
68,Spoke,2,She candidly spoke about her experiences.,spoke,13,18,stimuli/sentence_images/spoke/sentence2.jpg,stimuli/noise_images/spoke/noise2.jpg
68,Spoke,3,He spoke pessimistically over coffee.,spoke,3,8,stimuli/sentence_images/spoke/sentence3.jpg,stimuli/noise_images/spoke/noise3.jpg
68,Spoke,4,He spoke conversationally without listening.,spoke,3,8,stimuli/sentence_images/spoke/sentence4.jpg,stimuli/noise_images/spoke/noise4.jpg
68,Spoke,5,The child spoke engagingly in her presentation.,spoke,10,15,stimuli/sentence_images/spoke/sentence5.jpg,stimuli/noise_images/spoke/noise5.jpg
68,Spoke,6,He tellingly spoke about the situation.,spoke,13,18,stimuli/sentence_images/spoke/sentence6.jpg,stimuli/noise_images/spoke/noise6.jpg
69,Sugar,1,The recipe called for a cup of sugar.,sugar,31,36,stimuli/sentence_images/sugar/sentence1.jpg,stimuli/noise_images/sugar/noise1.jpg
69,Sugar,2,Plain sugar is the only kind he uses.,sugar,6,11,stimuli/sentence_images/sugar/sentence2.jpg,stimuli/noise_images/sugar/noise2.jpg
69,Sugar,3,Sugar and butter are his two big cravings.,Sugar,0,5,stimuli/sentence_images/sugar/sentence3.jpg,stimuli/noise_images/sugar/noise3.jpg
69,Sugar,4,Unrefined sugar has a grittier taste.,sugar,10,15,stimuli/sentence_images/sugar/sentence4.jpg,stimuli/noise_images/sugar/noise4.jpg
69,Sugar,5,The tapioca is soaked in sugar.,sugar,25,30,stimuli/sentence_images/sugar/sentence5.jpg,stimuli/noise_images/sugar/noise5.jpg
69,Sugar,6,Powdered sugar can be very messy.,sugar,9,14,stimuli/sentence_images/sugar/sentence6.jpg,stimuli/noise_images/sugar/noise6.jpg
70,Jungle,1,The monkey lives in the jungle.,jungle,24,30,stimuli/sentence_images/jungle/sentence1.jpg,stimuli/noise_images/jungle/noise1.jpg
70,Jungle,2,The jungle appears giant from every angle.,jungle,4,10,stimuli/sentence_images/jungle/sentence2.jpg,stimuli/noise_images/jungle/noise2.jpg
70,Jungle,3,Ferocious animals abound in the jungle.,jungle,32,38,stimuli/sentence_images/jungle/sentence3.jpg,stimuli/noise_images/jungle/noise3.jpg
70,Jungle,4,The gazelle grazed outside of the jungle.,jungle,34,40,stimuli/sentence_images/jungle/sentence4.jpg,stimuli/noise_images/jungle/noise4.jpg
70,Jungle,5,The lion does not live in the jungle.,jungle,30,36,stimuli/sentence_images/jungle/sentence5.jpg,stimuli/noise_images/jungle/noise5.jpg
70,Jungle,6,The jungle houses a new species of frog.,jungle,4,10,stimuli/sentence_images/jungle/sentence6.jpg,stimuli/noise_images/jungle/noise6.jpg
71,Noise,1,I could hear some noise last night.,noise,18,23,stimuli/sentence_images/noise/sentence1.jpg,stimuli/noise_images/noise/noise1.jpg
71,Noise,2,The noise he heard was of crying.,noise,4,9,stimuli/sentence_images/noise/sentence2.jpg,stimuli/noise_images/noise/noise2.jpg
71,Noise,3,The child's whispering made some noise.,noise,33,38,stimuli/sentence_images/noise/sentence3.jpg,stimuli/noise_images/noise/noise3.jpg
71,Noise,4,The scariest noise ever was the rumble.,noise,13,18,stimuli/sentence_images/noise/sentence4.jpg,stimuli/noise_images/noise/noise4.jpg
71,Noise,5,She suppressed her squeal to not make noise.,noise,38,43,stimuli/sentence_images/noise/sentence5.jpg,stimuli/noise_images/noise/noise5.jpg
71,Noise,6,The noise was a low-pitched growl.,noise,4,9,stimuli/sentence_images/noise/sentence6.jpg,stimuli/noise_images/noise/noise6.jpg
72,Lady,1,The queen was a classy lady.,lady,23,27,stimuli/sentence_images/lady/sentence1.jpg,stimuli/noise_images/lady/noise1.jpg
72,Lady,2,The princess is a newly married young lady.,lady,38,42,stimuli/sentence_images/lady/sentence2.jpg,stimuli/noise_images/lady/noise2.jpg
72,Lady,3,The weird lady needed a serious makeover.,lady,10,14,stimuli/sentence_images/lady/sentence3.jpg,stimuli/noise_images/lady/noise3.jpg
72,Lady,4,The debutante was presented as a lady.,lady,33,37,stimuli/sentence_images/lady/sentence4.jpg,stimuli/noise_images/lady/noise4.jpg
72,Lady,5,The lady has a keen suitor.,lady,4,8,stimuli/sentence_images/lady/sentence5.jpg,stimuli/noise_images/lady/noise5.jpg
72,Lady,6,The lady was a darling of society.,lady,4,8,stimuli/sentence_images/lady/sentence6.jpg,stimuli/noise_images/lady/noise6.jpg
73,Ability,1,His ability outshone his genius.,ability,4,11,stimuli/sentence_images/ability/sentence1.jpg,stimuli/noise_images/ability/noise1.jpg
73,Ability,2,Her ability and knack for it got her here.,ability,4,11,stimuli/sentence_images/ability/sentence2.jpg,stimuli/noise_images/ability/noise2.jpg
73,Ability,3,His ability and assertiveness are attractive.,ability,4,11,stimuli/sentence_images/ability/sentence3.jpg,stimuli/noise_images/ability/noise3.jpg
73,Ability,4,He has the ability to cultivate creativity.,ability,11,18,stimuli/sentence_images/ability/sentence4.jpg,stimuli/noise_images/ability/noise4.jpg
73,Ability,5,Forethought is an important ability.,ability,28,35,stimuli/sentence_images/ability/sentence5.jpg,stimuli/noise_images/ability/noise5.jpg
73,Ability,6,His unwavering ability is unmatched.,ability,15,22,stimuli/sentence_images/ability/sentence6.jpg,stimuli/noise_images/ability/noise6.jpg
74,Sell,1,Someone will buy the car if you sell it.,sell,32,36,stimuli/sentence_images/sell/sentence1.jpg,stimuli/noise_images/sell/noise1.jpg
74,Sell,2,She will sell it for cheap.,sell,9,13,stimuli/sentence_images/sell/sentence2.jpg,stimuli/noise_images/sell/noise2.jpg
74,Sell,3,The high supply changes what you sell it for.,sell,33,37,stimuli/sentence_images/sell/sentence3.jpg,stimuli/noise_images/sell/noise3.jpg
74,Sell,4,His hobby is to buy and sell comic books.,sell,24,28,stimuli/sentence_images/sell/sentence4.jpg,stimuli/noise_images/sell/noise4.jpg
74,Sell,5,The drugstore sells prescription drugs.,sells,14,19,stimuli/sentence_images/sell/sentence5.jpg,stimuli/noise_images/sell/noise5.jpg
74,Sell,6,I sell secondhand clothes for a living.,sell,2,6,stimuli/sentence_images/sell/sentence6.jpg,stimuli/noise_images/sell/noise6.jpg
75,Attitude,1,She has a negative attitude.,attitude,19,27,stimuli/sentence_images/attitude/sentence1.jpg,stimuli/noise_images/attitude/noise1.jpg
75,Attitude,2,His selfish attitude won't get him far.,attitude,12,20,stimuli/sentence_images/attitude/sentence2.jpg,stimuli/noise_images/attitude/noise2.jpg
75,Attitude,3,"Generally, her attitude is condescending.",attitude,15,23,stimuli/sentence_images/attitude/sentence3.jpg,stimuli/noise_images/attitude/noise3.jpg
75,Attitude,4,He will work on his domineering attitude.,attitude,32,40,stimuli/sentence_images/attitude/sentence4.jpg,stimuli/noise_images/attitude/noise4.jpg
75,Attitude,5,His humorless attitude is stereotypical.,attitude,14,22,stimuli/sentence_images/attitude/sentence5.jpg,stimuli/noise_images/attitude/noise5.jpg
75,Attitude,6,He has a nonchalant attitude about it.,attitude,20,28,stimuli/sentence_images/attitude/sentence6.jpg,stimuli/noise_images/attitude/noise6.jpg
76,Soul,1,The soul and spirit are closely related.,soul,4,8,stimuli/sentence_images/soul/sentence1.jpg,stimuli/noise_images/soul/noise1.jpg
76,Soul,2,The goodness of his soul makes him glow.,soul,20,24,stimuli/sentence_images/soul/sentence2.jpg,stimuli/noise_images/soul/noise2.jpg
76,Soul,3,The fact that he has a soul astounds him.,soul,23,27,stimuli/sentence_images/soul/sentence3.jpg,stimuli/noise_images/soul/noise3.jpg
76,Soul,4,She hopes her soul will live on in eternity.,soul,14,18,stimuli/sentence_images/soul/sentence4.jpg,stimuli/noise_images/soul/noise4.jpg
76,Soul,5,Her soul wisehd for something eternal.,soul,4,8,stimuli/sentence_images/soul/sentence5.jpg,stimuli/noise_images/soul/noise5.jpg
76,Soul,6,His discovery of his soul was a blessing.,soul,21,25,stimuli/sentence_images/soul/sentence6.jpg,stimuli/noise_images/soul/noise6.jpg
77,Charity,1,This group often volunteers for charity.,charity,32,39,stimuli/sentence_images/charity/sentence1.jpg,stimuli/noise_images/charity/noise1.jpg
77,Charity,2,The organization has a new devotion to charity.,charity,39,46,stimuli/sentence_images/charity/sentence2.jpg,stimuli/noise_images/charity/noise2.jpg
77,Charity,3,The charity is improving its allocations.,charity,4,11,stimuli/sentence_images/charity/sentence3.jpg,stimuli/noise_images/charity/noise3.jpg
77,Charity,4,The charity event doubled the funding.,charity,4,11,stimuli/sentence_images/charity/sentence4.jpg,stimuli/noise_images/charity/noise4.jpg
77,Charity,5,The charity is a resource for these families.,charity,4,11,stimuli/sentence_images/charity/sentence5.jpg,stimuli/noise_images/charity/noise5.jpg
77,Charity,6,I encourage you to participate in the charity.,charity,38,45,stimuli/sentence_images/charity/sentence6.jpg,stimuli/noise_images/charity/noise6.jpg
78,Event,1,Everyone was so happy at the event.,event,29,34,stimuli/sentence_images/event/sentence1.jpg,stimuli/noise_images/event/noise1.jpg
78,Event,2,The event is a celebration of his life.,event,4,9,stimuli/sentence_images/event/sentence2.jpg,stimuli/noise_images/event/noise2.jpg
78,Event,3,The tenth reunion was a spectacular event.,event,36,41,stimuli/sentence_images/event/sentence3.jpg,stimuli/noise_images/event/noise3.jpg
78,Event,4,The housewarming event is heavily attended.,event,17,22,stimuli/sentence_images/event/sentence4.jpg,stimuli/noise_images/event/noise4.jpg
78,Event,5,The impromptu event was special.,event,14,19,stimuli/sentence_images/event/sentence5.jpg,stimuli/noise_images/event/noise5.jpg
78,Event,6,The headmaster's luncheon is a monthly event.,event,39,44,stimuli/sentence_images/event/sentence6.jpg,stimuli/noise_images/event/noise6.jpg
79,Driver,1,The driver had a duty to take her home.,driver,4,10,stimuli/sentence_images/driver/sentence1.jpg,stimuli/noise_images/driver/noise1.jpg
79,Driver,2,The driver can't lift the box out of the trunk.,driver,4,10,stimuli/sentence_images/driver/sentence2.jpg,stimuli/noise_images/driver/noise2.jpg
79,Driver,3,The bulldozer needed a better driver.,driver,30,36,stimuli/sentence_images/driver/sentence3.jpg,stimuli/noise_images/driver/noise3.jpg
79,Driver,4,The taxicab driver is tired of them.,driver,12,18,stimuli/sentence_images/driver/sentence4.jpg,stimuli/noise_images/driver/noise4.jpg
79,Driver,5,The actress needed to hire a new driver.,driver,33,39,stimuli/sentence_images/driver/sentence5.jpg,stimuli/noise_images/driver/noise5.jpg
79,Driver,6,The driver hates loading in at the airport.,driver,4,10,stimuli/sentence_images/driver/sentence6.jpg,stimuli/noise_images/driver/noise6.jpg
80,Weak,1,She felt crummy and weak after the class.,weak,20,24,stimuli/sentence_images/weak/sentence1.jpg,stimuli/noise_images/weak/noise1.jpg
80,Weak,2,The weak competition left her feeling mediocre.,weak,4,8,stimuli/sentence_images/weak/sentence2.jpg,stimuli/noise_images/weak/noise2.jpg
80,Weak,3,He saw himself as weak and unattractive.,weak,18,22,stimuli/sentence_images/weak/sentence3.jpg,stimuli/noise_images/weak/noise3.jpg
80,Weak,4,The poorly managed project has a weak foundation.,weak,33,37,stimuli/sentence_images/weak/sentence4.jpg,stimuli/noise_images/weak/noise4.jpg
80,Weak,5,The dismal building looks weak in the wind.,weak,26,30,stimuli/sentence_images/weak/sentence5.jpg,stimuli/noise_images/weak/noise5.jpg
80,Weak,6,His weak pitch is amateurish.,weak,4,8,stimuli/sentence_images/weak/sentence6.jpg,stimuli/noise_images/weak/noise6.jpg
81,Plant,1,The plant was growing fast by springtime.,plant,4,9,stimuli/sentence_images/plant/sentence1.jpg,stimuli/noise_images/plant/noise1.jpg
81,Plant,2,The artificial plant looked almost real.,plant,15,20,stimuli/sentence_images/plant/sentence2.jpg,stimuli/noise_images/plant/noise2.jpg
81,Plant,3,The leafy plant looked better indoors.,plant,10,15,stimuli/sentence_images/plant/sentence3.jpg,stimuli/noise_images/plant/noise3.jpg
81,Plant,4,The windowsill had acquired a new plant.,plant,34,39,stimuli/sentence_images/plant/sentence4.jpg,stimuli/noise_images/plant/noise4.jpg
81,Plant,5,The garden could use a new plant.,plant,27,32,stimuli/sentence_images/plant/sentence5.jpg,stimuli/noise_images/plant/noise5.jpg
81,Plant,6,He watered the plant after the reminder.,plant,15,20,stimuli/sentence_images/plant/sentence6.jpg,stimuli/noise_images/plant/noise6.jpg
82,Willingly,1,"A happy kid, he willingly smiled.",willingly,16,25,stimuli/sentence_images/willingly/sentence1.jpg,stimuli/noise_images/willingly/noise1.jpg
82,Willingly,2,"He incessantly complains, we willingly nod.",willingly,29,38,stimuli/sentence_images/willingly/sentence2.jpg,stimuli/noise_images/willingly/noise2.jpg
82,Willingly,3,He willingly and earnestly commits the crime.,willingly,3,12,stimuli/sentence_images/willingly/sentence3.jpg,stimuli/noise_images/willingly/noise3.jpg
82,Willingly,4,She openly and willingly answered the questions.,willingly,15,24,stimuli/sentence_images/willingly/sentence4.jpg,stimuli/noise_images/willingly/noise4.jpg
82,Willingly,5,She is fiercely and willingly independent.,willingly,20,29,stimuli/sentence_images/willingly/sentence5.jpg,stimuli/noise_images/willingly/noise5.jpg
82,Willingly,6,She consistently laughs willingly when he does.,willingly,24,33,stimuli/sentence_images/willingly/sentence6.jpg,stimuli/noise_images/willingly/noise6.jpg
83,Professional,1,The worker is a veteran professional.,professional,24,36,stimuli/sentence_images/professional/sentence1.jpg,stimuli/noise_images/professional/noise1.jpg
83,Professional,2,The seamstress was a true professional.,professional,26,38,stimuli/sentence_images/professional/sentence2.jpg,stimuli/noise_images/professional/noise2.jpg
83,Professional,3,The skilled professional maneuvers well.,professional,12,24,stimuli/sentence_images/professional/sentence3.jpg,stimuli/noise_images/professional/noise3.jpg
83,Professional,4,"The beekeeper, always a professional, stayed calm.",professional,24,36,stimuli/sentence_images/professional/sentence4.jpg,stimuli/noise_images/professional/noise4.jpg
83,Professional,5,The lumberyard needs a professional.,professional,23,35,stimuli/sentence_images/professional/sentence5.jpg,stimuli/noise_images/professional/noise5.jpg
83,Professional,6,The technician needs another professional's opinion.,professional,29,41,stimuli/sentence_images/professional/sentence6.jpg,stimuli/noise_images/professional/noise6.jpg
84,Texture,1,The table's rough texture surprised him.,texture,18,25,stimuli/sentence_images/texture/sentence1.jpg,stimuli/noise_images/texture/noise1.jpg
84,Texture,2,The weird-looking cake has a yucky texture.,texture,35,42,stimuli/sentence_images/texture/sentence2.jpg,stimuli/noise_images/texture/noise2.jpg
84,Texture,3,The jellylike texture of the milk is bad.,texture,14,21,stimuli/sentence_images/texture/sentence3.jpg,stimuli/noise_images/texture/noise3.jpg
84,Texture,4,The couch cushion had a plushy texture.,texture,31,38,stimuli/sentence_images/texture/sentence4.jpg,stimuli/noise_images/texture/noise4.jpg
84,Texture,5,His skin had become a leathery texture.,texture,31,38,stimuli/sentence_images/texture/sentence5.jpg,stimuli/noise_images/texture/noise5.jpg
84,Texture,6,The floor's sticky texture is disgusting.,texture,19,26,stimuli/sentence_images/texture/sentence6.jpg,stimuli/noise_images/texture/noise6.jpg
85,Successful,1,The successful actress is extremely famous.,successful,4,14,stimuli/sentence_images/successful/sentence1.jpg,stimuli/noise_images/successful/noise1.jpg
85,Successful,2,The successful scientist exerts his influence.,successful,4,14,stimuli/sentence_images/successful/sentence2.jpg,stimuli/noise_images/successful/noise2.jpg
85,Successful,3,The successful actor wants more fame.,successful,4,14,stimuli/sentence_images/successful/sentence3.jpg,stimuli/noise_images/successful/noise3.jpg
85,Successful,4,Her successful career made her legendary.,successful,4,14,stimuli/sentence_images/successful/sentence4.jpg,stimuli/noise_images/successful/noise4.jpg
85,Successful,5,That powerhouse of a woman is so successful.,successful,33,43,stimuli/sentence_images/successful/sentence5.jpg,stimuli/noise_images/successful/noise5.jpg
85,Successful,6,He had been successful in the sixties.,successful,12,22,stimuli/sentence_images/successful/sentence6.jpg,stimuli/noise_images/successful/noise6.jpg
86,Feeling,1,Finals left her feeling afraid for her grade.,feeling,16,23,stimuli/sentence_images/feeling/sentence1.jpg,stimuli/noise_images/feeling/noise1.jpg
86,Feeling,2,"While he is worried, she is feeling fine.",feeling,28,35,stimuli/sentence_images/feeling/sentence2.jpg,stimuli/noise_images/feeling/noise2.jpg
86,Feeling,3,The baby was feeling fussy all day.,feeling,13,20,stimuli/sentence_images/feeling/sentence3.jpg,stimuli/noise_images/feeling/noise3.jpg
86,Feeling,4,The cat is feeling grumpy and prone to scratch.,feeling,11,18,stimuli/sentence_images/feeling/sentence4.jpg,stimuli/noise_images/feeling/noise4.jpg
86,Feeling,5,His temperamental moods left her feeling sad.,feeling,33,40,stimuli/sentence_images/feeling/sentence5.jpg,stimuli/noise_images/feeling/noise5.jpg
86,Feeling,6,She's feeling weary of his skittish behavior.,feeling,6,13,stimuli/sentence_images/feeling/sentence6.jpg,stimuli/noise_images/feeling/noise6.jpg
87,Dressing,1,The thicker dressing has egg in it.,dressing,12,20,stimuli/sentence_images/dressing/sentence1.jpg,stimuli/noise_images/dressing/noise1.jpg
87,Dressing,2,Garlic made the dressing inedible.,dressing,16,24,stimuli/sentence_images/dressing/sentence2.jpg,stimuli/noise_images/dressing/noise2.jpg
87,Dressing,3,The mozzarella has an oily dressing.,dressing,27,35,stimuli/sentence_images/dressing/sentence3.jpg,stimuli/noise_images/dressing/noise3.jpg
87,Dressing,4,A delicious dressing will be the garnish.,dressing,12,20,stimuli/sentence_images/dressing/sentence4.jpg,stimuli/noise_images/dressing/noise4.jpg
87,Dressing,5,The dressing gave the marmalade a sour twist.,dressing,4,12,stimuli/sentence_images/dressing/sentence5.jpg,stimuli/noise_images/dressing/noise5.jpg
87,Dressing,6,Sauerkraut is sour enough without dressing.,dressing,34,42,stimuli/sentence_images/dressing/sentence6.jpg,stimuli/noise_images/dressing/noise6.jpg
88,Carefully,1,She carefully handled the roses.,carefully,4,13,stimuli/sentence_images/carefully/sentence1.jpg,stimuli/noise_images/carefully/noise1.jpg
88,Carefully,2,She carefully and efficiently did the job.,carefully,4,13,stimuli/sentence_images/carefully/sentence2.jpg,stimuli/noise_images/carefully/noise2.jpg
88,Carefully,3,He explained it creatively and carefully.,carefully,31,40,stimuli/sentence_images/carefully/sentence3.jpg,stimuli/noise_images/carefully/noise3.jpg
88,Carefully,4,The food is neatly and carefully arranged.,carefully,23,32,stimuli/sentence_images/carefully/sentence4.jpg,stimuli/noise_images/carefully/noise4.jpg
88,Carefully,5,It is carefully and flawlessly constructed.,carefully,6,15,stimuli/sentence_images/carefully/sentence5.jpg,stimuli/noise_images/carefully/noise5.jpg
88,Carefully,6,She carefully and cleverly constructed the outcome.,carefully,4,13,stimuli/sentence_images/carefully/sentence6.jpg,stimuli/noise_images/carefully/noise6.jpg
89,Doctor,1,The hospital wanted to hire a new doctor.,doctor,34,40,stimuli/sentence_images/doctor/sentence1.jpg,stimuli/noise_images/doctor/noise1.jpg
89,Doctor,2,A brilliant doctor performed the surgery.,doctor,12,18,stimuli/sentence_images/doctor/sentence2.jpg,stimuli/noise_images/doctor/noise2.jpg
89,Doctor,3,The doctor doesn't deal with patient trauma.,doctor,4,10,stimuli/sentence_images/doctor/sentence3.jpg,stimuli/noise_images/doctor/noise3.jpg
89,Doctor,4,You can't be an occupational doctor.,doctor,29,35,stimuli/sentence_images/doctor/sentence4.jpg,stimuli/noise_images/doctor/noise4.jpg
89,Doctor,5,He will consult his friend before his doctor.,doctor,38,44,stimuli/sentence_images/doctor/sentence5.jpg,stimuli/noise_images/doctor/noise5.jpg
89,Doctor,6,The physician prefers being called a doctor.,doctor,37,43,stimuli/sentence_images/doctor/sentence6.jpg,stimuli/noise_images/doctor/noise6.jpg
90,Time,1,He has a lot of time before the event.,time,16,20,stimuli/sentence_images/time/sentence1.jpg,stimuli/noise_images/time/noise1.jpg
90,Time,2,The days go by quicker with time.,time,28,32,stimuli/sentence_images/time/sentence2.jpg,stimuli/noise_images/time/noise2.jpg
90,Time,3,They will pick a time for the meeting.,time,17,21,stimuli/sentence_images/time/sentence3.jpg,stimuli/noise_images/time/noise3.jpg
90,Time,4,He missed the time of the deadline.,time,14,18,stimuli/sentence_images/time/sentence4.jpg,stimuli/noise_images/time/noise4.jpg
90,Time,5,Write the time into a calendar space.,time,10,14,stimuli/sentence_images/time/sentence5.jpg,stimuli/noise_images/time/noise5.jpg
90,Time,6,Tomorrow is a better time for her.,time,21,25,stimuli/sentence_images/time/sentence6.jpg,stimuli/noise_images/time/noise6.jpg
91,Medication,1,The medication has strange effects on her.,medication,4,14,stimuli/sentence_images/medication/sentence1.jpg,stimuli/noise_images/medication/noise1.jpg
91,Medication,2,Her combination of medication wasn't good.,medication,19,29,stimuli/sentence_images/medication/sentence2.jpg,stimuli/noise_images/medication/noise2.jpg
91,Medication,3,The medication acts as an antidote.,medication,4,14,stimuli/sentence_images/medication/sentence3.jpg,stimuli/noise_images/medication/noise3.jpg
91,Medication,4,The formulation of the medication is new.,medication,23,33,stimuli/sentence_images/medication/sentence4.jpg,stimuli/noise_images/medication/noise4.jpg
91,Medication,5,She took her old prescription medication instead.,medication,30,40,stimuli/sentence_images/medication/sentence5.jpg,stimuli/noise_images/medication/noise5.jpg
91,Medication,6,This medication is essential to his well-being.,medication,5,15,stimuli/sentence_images/medication/sentence6.jpg,stimuli/noise_images/medication/noise6.jpg
92,Pleasure,1,People have sex for pleasure.,pleasure,20,28,stimuli/sentence_images/pleasure/sentence1.jpg,stimuli/noise_images/pleasure/noise1.jpg
92,Pleasure,2,People get pleasure from masturbation.,pleasure,11,19,stimuli/sentence_images/pleasure/sentence2.jpg,stimuli/noise_images/pleasure/noise2.jpg
92,Pleasure,3,Forced pleasure is an oxymoron.,pleasure,7,15,stimuli/sentence_images/pleasure/sentence3.jpg,stimuli/noise_images/pleasure/noise3.jpg
92,Pleasure,4,She fantasizes about the pleasure of his touches.,pleasure,25,33,stimuli/sentence_images/pleasure/sentence4.jpg,stimuli/noise_images/pleasure/noise4.jpg
92,Pleasure,5,He was gay and got pleasure from him.,pleasure,19,27,stimuli/sentence_images/pleasure/sentence5.jpg,stimuli/noise_images/pleasure/noise5.jpg
92,Pleasure,6,Sexual pleasure can be a taboo topic.,pleasure,7,15,stimuli/sentence_images/pleasure/sentence6.jpg,stimuli/noise_images/pleasure/noise6.jpg
93,Philosophy,1,Philosophy provides many perspectives.,Philosophy,0,10,stimuli/sentence_images/philosophy/sentence1.jpg,stimuli/noise_images/philosophy/noise1.jpg
93,Philosophy,2,Existentialism is a topic of philosophy.,philosophy,29,39,stimuli/sentence_images/philosophy/sentence2.jpg,stimuli/noise_images/philosophy/noise2.jpg
93,Philosophy,3,Spirituality and philosophy aren't the same.,philosophy,17,27,stimuli/sentence_images/philosophy/sentence3.jpg,stimuli/noise_images/philosophy/noise3.jpg
93,Philosophy,4,The paradigm taught in philosophy confused her.,philosophy,23,33,stimuli/sentence_images/philosophy/sentence4.jpg,stimuli/noise_images/philosophy/noise4.jpg
93,Philosophy,5,Materialism is a discussion in philosophy.,philosophy,31,41,stimuli/sentence_images/philosophy/sentence5.jpg,stimuli/noise_images/philosophy/noise5.jpg
93,Philosophy,6,She loves philosophy yet remains agnostic.,philosophy,10,20,stimuli/sentence_images/philosophy/sentence6.jpg,stimuli/noise_images/philosophy/noise6.jpg
94,Deliberately,1,She deliberately and wrongfully hurt him.,deliberately,4,16,stimuli/sentence_images/deliberately/sentence1.jpg,stimuli/noise_images/deliberately/noise1.jpg
94,Deliberately,2,He ruthlessly and deliberately ignores her.,deliberately,18,30,stimuli/sentence_images/deliberately/sentence2.jpg,stimuli/noise_images/deliberately/noise2.jpg
94,Deliberately,3,She deliberately fell as she inadvertently slipped.,deliberately,4,16,stimuli/sentence_images/deliberately/sentence3.jpg,stimuli/noise_images/deliberately/noise3.jpg
94,Deliberately,4,"Not deliberately, he arbitrarily asked her out.",deliberately,4,16,stimuli/sentence_images/deliberately/sentence4.jpg,stimuli/noise_images/deliberately/noise4.jpg
94,Deliberately,5,The decision was deliberately and unjustly made.,deliberately,17,29,stimuli/sentence_images/deliberately/sentence5.jpg,stimuli/noise_images/deliberately/noise5.jpg
